codelist,code,label,parent
cpih1dim1aggid,cpih1dim1A0,Overall Index,
cpih1dim1aggid,cpih1dim1T40000,"04 Housing, water, electricity, gas and other fuels",cpih1dim1A0
cpih1dim1aggid,cpih1dim1G40300,04.3 Regular maintenance and repair of the dwelling,cpih1dim1T40000
cpih1dim1aggid,cpih1dim1S40301,04.3.1 Materials for maintenance and repair,cpih1dim1G40300
cpih1dim1aggid,cpih1dim1S40302,04.3.2 Services for maintenance and repair,cpih1dim1G40300
cpih1dim1aggid,cpih1dim1G40500,"04.5 Electricity , gas and other fuels",cpih1dim1T40000
cpih1dim1aggid,cpih1dim1S40503,04.5.3 Liquid fuels,cpih1dim1G40500
cpih1dim1aggid,cpih1dim1S40502,04.5.2 Gas,cpih1dim1G40500
cpih1dim1aggid,cpih1dim1S40504,04.5.4 Solid fuels,cpih1dim1G40500
cpih1dim1aggid,cpih1dim1S40501,04.5.1 Electricity,cpih1dim1G40500
cpih1dim1aggid,cpih1dim1G40100,04.1 Actual rentals for housing,cpih1dim1T40000
cpih1dim1aggid,cpih1dim1S40100,04.1.0 Actual rentals for housing,cpih1dim1G40100
cpih1dim1aggid,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling,cpih1dim1T40000
cpih1dim1aggid,cpih1dim1S40401,04.4.1 Water supply,cpih1dim1G40400
cpih1dim1aggid,cpih1dim1S40403,04.4.3 Sewerage collection,cpih1dim1G40400
cpih1dim1aggid,cpih1dim1T90000,09 Recreation and culture,cpih1dim1A0
cpih1dim1aggid,cpih1dim1G90500,"09.5 Books, newspapers and stationery",cpih1dim1T90000
cpih1dim1aggid,cpih1dim1S90503,"09.5.3/4 Misc. printed matter, stationery, drawing materials",cpih1dim1G90500
cpih1dim1aggid,cpih1dim1S90501,09.5.1 Books,cpih1dim1G90500
cpih1dim1aggid,cpih1dim1S90502,09.5.2 Newspapers and periodicals,cpih1dim1G90500
cpih1dim1aggid,cpih1dim1G90400,09.4 Recreational and cultural services,cpih1dim1T90000
cpih1dim1aggid,cpih1dim1S90401,09.4.1 Recreational and sporting services,cpih1dim1G90400
cpih1dim1aggid,cpih1dim1S90402,09.4.2 Cultural services,cpih1dim1G90400
cpih1dim1aggid,cpih1dim1G90300,"09.3 Other recreational items, gardens and pets",cpih1dim1T90000
cpih1dim1aggid,cpih1dim1S90304,"09.3.4/5 Pets, related products and services",cpih1dim1G90300
cpih1dim1aggid,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation,cpih1dim1G90300
cpih1dim1aggid,cpih1dim1S90301,"09.3.1 Games, toys and hobbies",cpih1dim1G90300
cpih1dim1aggid,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers",cpih1dim1G90300
cpih1dim1aggid,cpih1dim1G90600,09.6 Package holidays,cpih1dim1T90000
cpih1dim1aggid,cpih1dim1S90600,09.6.0 Package Holidays,cpih1dim1G90600
cpih1dim1aggid,cpih1dim1G90200,9.2 Other major durables for recreation and culture,cpih1dim1T90000
cpih1dim1aggid,cpih1dim1S90201,09.2.1/2 Major durables for in/outdoor recreation,cpih1dim1G90200
cpih1dim1aggid,cpih1dim1G90100,09.1 Audio-visual equipment and related products,cpih1dim1T90000
cpih1dim1aggid,cpih1dim1S90101,09.1.1 Reception and reproduction of sound and pictures,cpih1dim1G90100
cpih1dim1aggid,cpih1dim1S90105,"09.1.5 Repair of audio-visual equipment , related products",cpih1dim1G90100
cpih1dim1aggid,cpih1dim1S90104,09.1.4 Recording media,cpih1dim1G90100
cpih1dim1aggid,cpih1dim1S90103,09.1.3 Data processing equipment,cpih1dim1G90100
cpih1dim1aggid,cpih1dim1S90102,"09.1.2 Photographic, cinematographic and optical equipment",cpih1dim1G90100
cpih1dim1aggid,cpih1dim1T110000,11 Restaurants and hotels,cpih1dim1A0
cpih1dim1aggid,cpih1dim1G110200,11.2 Accommodation services,cpih1dim1T110000
cpih1dim1aggid,cpih1dim1S110200,11.2.0 Accommodation Services,cpih1dim1G110200
cpih1dim1aggid,cpih1dim1G110100,11.1 Catering services,cpih1dim1T110000
cpih1dim1aggid,cpih1dim1S110102,11.1.2 Canteens,cpih1dim1G110100
cpih1dim1aggid,cpih1dim1S110101,"11.1.1 Restaurants, cafes",cpih1dim1G110100
cpih1dim1aggid,cpih1dim1T10000,01 Food and non-alcoholic beverages,cpih1dim1A0
cpih1dim1aggid,cpih1dim1G10200,01.2 Non-alcoholic beverages,cpih1dim1T10000
cpih1dim1aggid,cpih1dim1S10201,"01.2.1 Coffee, tea and cocoa",cpih1dim1G10200
cpih1dim1aggid,cpih1dim1S10202,"01.2.2 Mineral waters, soft drinks and juices",cpih1dim1G10200
cpih1dim1aggid,cpih1dim1G10100,01.1 Food,cpih1dim1T10000
cpih1dim1aggid,cpih1dim1S10108,"01.1.8 Sugar, jam, syrups, chocolate and confectionery",cpih1dim1G10100
cpih1dim1aggid,cpih1dim1S10106,01.1.6 Fruit,cpih1dim1G10100
cpih1dim1aggid,cpih1dim1S10105,01.1.5 Oils and fats,cpih1dim1G10100
cpih1dim1aggid,cpih1dim1S10102,01.1.2 Meat,cpih1dim1G10100
